id,postcode,latitude,longitude
1462,YO8,53.7812636,-1.0606474
1463,PA14,55.9273200,-4.6642031
1464,GU14,51.2939331,-0.7635580
1465,BS21,51.4350533,-2.8498455
1466,CV36,52.0590955,-1.6218655
1467,WV16,52.5095974,-2.4409185
1468,MK14,52.0632325,-0.7553798
1469,GU3,51.2467422,-0.6286183
1470,N9,51.6285027,-0.0580156
1471,TS26,54.6889550,-1.2326907
1472,IV32,57.6307930,-3.1048715
1473,TW6,51.4709495,-0.4483159
1474,SE24,51.4563048,-0.1002302
1475,DD11,56.5735539,-2.5990122
1476,SE10,51.4846226,0.0003716
1477,UB18,51.5007178,-0.4026841
1478,B13,52.4375032,-1.8790028
1479,KA28,55.7540267,-4.9254250
1480,CH44,53.4153020,-3.0370999
1481,DN3,53.5460610,-1.0593250
1482,TR13,50.1095854,-5.2866459
1483,BT55,55.1792390,-6.7104568
1484,BB1,53.7567872,-2.4629790
1485,HD4,53.6256253,-1.7978530
1486,NE82,54.9346400,-1.6151031
1487,PL95,50.3644065,-4.1044393
1488,NE23,55.0800801,-1.5829860
1489,DT11,50.8615403,-2.1834102
1490,BR4,51.3750032,-0.0083853
1491,SK2,53.3943065,-2.1323676
1492,G90,55.8689906,-4.2410555
1493,BD3,53.7984863,-1.7267147
1494,TN31,50.9628690,0.6855793
1495,L11,53.4478258,-2.9154238
1496,DN20,53.5580271,-0.5063124
1497,SW17,51.4307971,-0.1648874
1498,M3,53.4836687,-2.2528623
1499,BT32,54.3355257,-6.2456426
1500,UB3,51.5052003,-0.4245561
1501,PO10,50.8522374,-0.9293902
1502,WS11,52.6880429,-2.0173886
1503,BN18,50.8476816,-0.5840822
1504,PO5,50.7886425,-1.0861972
1505,KY14,56.3108245,-3.2419856
1506,NG17,53.1160576,-1.2615156
1507,SA7,51.6647175,-3.8881517
1508,PR6,53.6677742,-2.6119293
1509,G21,55.8822282,-4.2201317
1510,HS3,57.8774467,-6.8512421
1511,DL14,54.6515089,-1.6921535
1512,B24,52.5196415,-1.8271375
1513,BT14,54.6214570,-5.9626627
1514,AB24,57.1639292,-2.1079218
1515,B45,52.3885168,-2.0090938
1516,BD16,53.8484508,-1.8331337
1517,CH88,53.1945673,-2.8745510
1518,BN13,50.8326835,-0.4113838
1519,CV22,52.3590790,-1.2784656
1520,IG2,51.5760405,0.0815331
1521,BT23,54.5644760,-5.7153624
1522,PA16,55.9425162,-4.8009273
1523,W2,51.5151251,-0.1854875
1524,CV1,52.4094028,-1.5065272
1525,PA25,56.2143195,-5.0433625
1526,NN16,52.4046781,-0.7057147
1527,SL7,51.5753276,-0.7778690
1528,NW6,51.5421720,-0.1962878
1529,S10,53.3767062,-1.5185445
1530,CB25,52.2608073,0.2541302
1531,IG3,51.5631159,0.1029088
1532,IV2,57.4680582,-4.1860306
1533,PO12,50.7979491,-1.1418001
1534,PH9,56.6480509,-3.6899621
1535,CM20,51.7753987,0.1026721
1536,GU15,51.3355019,-0.7376588
1537,CB21,52.1280380,0.2815412
1538,AL10,51.7604054,-0.2323864
1539,SM2,51.3518298,-0.1987871
1540,NW7,51.6148052,-0.2348917
1541,PA80,56.5659697,-5.7864650
1542,LL24,53.0577084,-3.7859794
1543,PA45,55.8196554,-6.1668358
1544,BT71,54.5128046,-6.7043034
1545,NR13,52.6338547,1.4697849
1546,CR6,51.3092312,-0.0527574
1547,LN12,53.3292696,0.2640547
1548,BH8,50.7419912,-1.8519359
1549,DD5,56.4799789,-2.8580673
1550,L3,53.4084083,-2.9844510
1551,PH50,56.7145473,-4.9649240
1552,IV41,57.2728062,-5.7361569
1553,ST6,53.0579381,-2.1895987
1554,CM92,51.7693558,0.0612532
1555,WV9,52.6376624,-2.1435341
1556,PH16,56.7067956,-3.8062465
1557,NN6,52.3269298,-0.9458447
1558,MK2,51.9905210,-0.7252031
1559,PL32,50.6332624,-4.6619385
1560,OX16,52.0625051,-1.3425431
1561,NP18,51.6087786,-2.9423237
1562,TR14,50.2107232,-5.2967361
1563,RH18,51.0932269,0.0356630
1564,BS1,51.4532627,-2.5935387
1565,NR21,52.8414338,0.8522567
1566,CT21,51.0725975,1.0760693
1567,CF32,51.5599583,-3.5842696
1568,BD19,53.7273298,-1.7141196
1569,N20,51.6292552,-0.1743686
1570,SO43,50.8862421,-1.5893747
1571,SY18,52.4415588,-3.5494041
1572,BH7,50.7364005,-1.8263105
1573,BD1,53.7966616,-1.7545344
1574,LS24,53.8687779,-1.2530036
1575,KA14,55.7401813,-4.6733417
1576,FK16,56.1911637,-4.0610009
1577,WV4,52.5614099,-2.1447119
1578,ME3,51.4354568,0.5468331
1579,SS2,51.5508903,0.7167546
1580,LA5,54.1438808,-2.7918796
1581,BT69,54.4199975,-6.9502828
1582,ME16,51.2738310,0.4960741
1583,BL9,53.5918117,-2.2870531
1584,E5,51.5588861,-0.0537874
1585,TN24,51.1497728,0.8877433
1586,DY14,52.3804492,-2.4685572
1587,KA10,55.5504370,-4.6476679
1588,NG4,52.9710572,-1.0877171
1589,NG19,53.1605766,-1.1983361
1590,BT61,54.3687705,-6.6224601
1591,SA35,51.9710664,-4.5582429
1592,KA25,55.7533969,-4.6885437
1593,HS1,58.2126144,-6.3814786
1594,CH47,53.3964675,-3.1691925
1595,BT48,55.0103984,-7.3273919
1596,IG1,51.5594197,0.0733642
1597,BT31,54.2769937,-5.9689188
1598,NE68,55.5798149,-1.6589189
1599,NP15,51.7263322,-2.8867108
1600,PH11,56.6381789,-3.2349256
1601,PH35,57.0755394,-4.9027758
1602,CF33,51.5255628,-3.6931827
1603,RG23,51.2582357,-1.1500593
1604,IV28,58.0097064,-4.1581729
1605,BN21,50.7726897,0.2765565
1606,LL33,53.2507498,-3.9789879
1607,TN38,50.8637392,0.5436960
1608,LN11,53.3730382,0.0260752
1609,LL45,52.8220907,-4.0961914
1610,WC1E,51.5217107,-0.1328422
1611,FY8,53.7508559,-3.0027549
1612,BD21,53.8642310,-1.9076629
1613,CF35,51.5227048,-3.5254789
1614,HD5,53.6474167,-1.7462168
1615,GU20,51.3687408,-0.6579475
1616,WR5,52.1748639,-2.2020856
1617,G44,55.8141896,-4.2556442
1618,KW11,58.3080468,-4.1362061
1619,GL53,51.8795927,-2.0676025
1620,DG11,55.1136190,-3.3386407
1621,MK6,52.0295557,-0.7429696
1622,CV6,52.4341647,-1.5074757
1623,DH2,54.8597025,-1.5995581
1624,L14,53.4179489,-2.8808404
1625,DL12,54.5721304,-1.9855857
1626,EX24,50.7404493,-3.0893775
1627,GU24,51.3303573,-0.6282203
1628,GU9,51.2191370,-0.7942479
1629,KW3,58.3064884,-3.2804565
1630,CF99,51.4645050,-3.1613500
1631,EX2,50.7095079,-3.5143056
1632,BS28,51.2260512,-2.8149367
1633,LL53,52.8841626,-4.4927499
1634,BS16,51.4868114,-2.5100273
1635,BL3,53.5646619,-2.4321772
1636,NE11,54.9399167,-1.6358329
1637,BT94,54.3760757,-7.5336959
1638,PA9,55.8072925,-4.5569521
1639,IV26,57.9267694,-5.1938210
1640,LS17,53.8600575,-1.5277566
1641,CB24,52.2782051,0.0817273
1642,KA22,55.6499957,-4.8088415
1643,IP20,52.4065354,1.3191966
1644,SE21,51.4389890,-0.0887527
1645,SE13,51.4594042,-0.0095672
1646,PA63,56.3817723,-5.7158719
1647,BT35,54.1620226,-6.4418816
1648,E1W,51.5091122,-0.0589168
1649,N15,51.5826261,-0.0811730
1650,WV3,52.5790352,-2.1565201
1651,TF4,52.6626967,-2.4715605
1652,SW5,51.4915827,-0.1919239
1653,RG26,51.3401022,-1.1297305
1654,NN2,52.2625668,-0.8886515
1655,B33,52.4802868,-1.7884156
1656,OL95,53.5563368,-2.1054013
1657,YO42,53.9238079,-0.7902264
1658,PH37,56.8356654,-5.5016760
1659,NN3,52.2639662,-0.8422004
1660,SN9,51.3242371,-1.7880126
1661,TQ5,50.3917810,-3.5234852
1662,TA13,50.9466906,-2.8102347
1663,B11,52.4544936,-1.8581324
1664,G3,55.8658506,-4.2778116
1665,CT13,51.2664408,1.3270040
1666,L34,53.4353850,-2.8154652
1667,MK13,52.0532824,-0.7825057
1668,B66,52.4926661,-1.9647632
1669,IP11,51.9675191,1.3411933
1670,CH1,53.2022603,-2.9089758
1671,W14,51.4946910,-0.2102541
1672,WC1H,51.5268445,-0.1256084
1673,M15,53.4673852,-2.2514891
1674,NR30,52.6197388,1.7277361
1675,KW2,58.3483934,-3.1636573
1676,SA62,51.8411750,-5.0642757
1677,PE38,52.5881901,0.3752984
1678,CV4,52.3972327,-1.5714648
1679,LS12,53.7912186,-1.5972635
1680,MK44,52.1965903,-0.4242789
1681,L29,53.5075951,-2.9855216
1682,BT5,54.5891629,-5.8711440
1683,G43,55.8184976,-4.2918152
1684,SK12,53.3514172,-2.0924709
1685,B77,52.6185928,-1.6686800
1686,BA14,51.3191164,-2.2025658
1687,NE67,55.5365340,-1.6919416
1688,CF15,51.5333849,-3.2717150
1689,SW19,51.4241552,-0.2029208
1690,CF5,51.4829052,-3.2447881
1691,KT10,51.3695018,-0.3543868
1692,KA20,55.6413789,-4.7511586
1693,TW20,51.4274804,-0.5525407
1694,FY2,53.8459338,-3.0396623
1695,SO24,51.0844741,-1.1471161
1696,SE19,51.4179954,-0.0861287
1697,LL77,53.2605503,-4.3124692
1698,DE6,52.9922845,-1.7179509
1699,LS2,53.8028065,-1.5463049
1700,OL8,53.5258859,-2.1173031
1701,ST2,53.0281410,-2.1354237
1702,PO38,50.6053631,-1.2432132
1703,WA15,53.3845913,-2.3259397
1704,W9,51.5247242,-0.1926416
1705,NG24,53.0696884,-0.7990824
1706,DE15,52.7980963,-1.6087583
1707,CB1,52.1953297,0.1420534
1708,DN17,53.5727238,-0.7059175
1709,G81,55.9138295,-4.4077065
1710,BT78,54.5709348,-7.3760979
1711,BB9,53.8374035,-2.2156194
1712,EN2,51.6599921,-0.0941879
1713,DH3,54.8727478,-1.5679921
1714,BB7,53.8708936,-2.3888971
1715,PE22,53.0501008,0.0445584
1716,KW12,58.5057403,-3.4926733
1717,M18,53.4613132,-2.1703934
1718,YO22,54.4508006,-0.6217825
1719,AL8,51.8036230,-0.2117607
1720,RM4,51.6410737,0.1587939
1721,KA5,55.5104356,-4.3878367
1722,ME20,51.3033514,0.4598919
1723,IV46,57.1118710,-5.9840485
1724,DG13,55.1733051,-3.0305281
1725,ME5,51.3485540,0.5326120
1726,ME19,51.2904715,0.4079490
1727,HP15,51.6585214,-0.7117144
1728,SA15,51.6995488,-4.1678401
1729,S32,53.2945357,-1.6515465
1730,NW1W,51.5307841,-0.1354264
1731,BS98,51.4597488,-2.5889635
1732,N2,51.5900894,-0.1692626
1733,BD24,54.0800440,-2.2841297
1734,IP17,52.2304463,1.5018473
1735,TR22,49.8951710,-6.3408730
1736,KT12,51.3773192,-0.4083965
1737,BD2,53.8152428,-1.7344633
1738,LN8,53.3748990,-0.3265738
1739,KW17,59.0364329,-3.0093093
1740,HU19,53.7233393,0.0344319
1741,LN2,53.2571394,-0.5062171
1742,BN26,50.8211682,0.2228173
1743,LL16,53.1851910,-3.4330517
1744,PH14,56.4528883,-3.1808965
1745,KY5,56.1453650,-3.2948408
1746,SA72,51.6917901,-4.9355542
1747,PL11,50.3729560,-4.2549194
1748,EC3A,51.5147892,-0.0802178
1749,PR7,53.6486409,-2.6553020
1750,S36,53.5054492,-1.6165980
1751,KT17,51.3412000,-0.2495666
1752,ST16,52.8135538,-2.1201818
1753,CF3,51.5203429,-3.1110728
1754,SA44,52.0874643,-4.3732402
1755,TS18,54.5609693,-1.3240632
1756,SN7,51.6484265,-1.5662623
1757,IP23,52.3073907,1.1200031
1758,BD23,53.9933390,-2.0569312
1759,PL3,50.3882426,-4.1272702
1760,YO51,54.0900779,-1.3947245
1761,GU2,51.2457661,-0.5942024
1762,CA10,54.6118806,-2.6584077
1763,CM14,51.6186789,0.2921453
1764,SN14,51.4755423,-2.1991424
1765,SY16,52.5206495,-3.3122813
1766,PE3,52.5843494,-0.2752554
1767,BN8,50.9166625,0.0527321
1768,DN10,53.4244850,-0.9350013
1769,HP18,51.8202707,-0.9688388
1770,N3,51.6002281,-0.1939290
1771,PH32,57.1445763,-4.6835593
1772,W1F,51.5134975,-0.1364725
1773,G73,55.8195192,-4.2065974
1774,PO34,50.7159013,-1.1134555
1775,FK4,55.9964986,-3.9074569
1776,EC1R,51.5249491,-0.1083725
1777,M5,53.4792210,-2.2837555
1778,G63,56.0430198,-4.3655688
1779,PA7,55.9073289,-4.5040855
1780,DL15,54.7109706,-1.7302545
1781,LL38,52.6953036,-4.0503008
1782,TR1,50.2626097,-5.0541868
1783,UB2,51.4995871,-0.3791468
1784,S66,53.4201548,-1.2439946
1785,LL58,53.2820716,-4.0992684
1786,HA8,51.6113532,-0.2739101
1787,KY4,56.1140341,-3.3630354
1788,HA2,51.5736982,-0.3612317
1789,PE30,52.7597146,0.4165056
1790,TW11,51.4263148,-0.3317674
1791,L27,53.3877426,-2.8389850
1792,LL54,53.0580643,-4.2875015
1793,BH13,50.7088605,-1.9204420
1794,BT47,54.9739997,-7.2126901
1795,WF13,53.6923035,-1.6467249
1796,EC4V,51.5124476,-0.0998780
1797,DE55,53.1022937,-1.3722605
1798,TS1,54.5719344,-1.2392024
1799,EN10,51.7381929,-0.0231620
1800,NE39,54.9234877,-1.7611063
1801,PA78,56.6264192,-6.5458652
1802,LS11,53.7762230,-1.5573555
1803,N13,51.6181120,-0.1042702
1804,SA70,51.6725248,-4.7416638
1805,RM17,51.4797250,0.3283265
1806,PH19,56.9262864,-4.2556793
1807,HD1,53.6468691,-1.7889340
1808,WA11,53.4780797,-2.7197662
1809,TA5,51.1428039,-3.0948840
1810,DY7,52.4664160,-2.2308062
1811,BA9,51.0576908,-2.4101382
1812,BS5,51.4620533,-2.5517422
1813,NR3,52.6432723,1.2917283
1814,CF81,51.7017292,-3.2446317
1815,SK9,53.3278962,-2.2304439
1816,CW6,53.1625246,-2.6672351
1817,LL78,53.3174138,-4.2630432
1818,GU28,50.9910457,-0.6327655
1819,YO25,54.0040772,-0.4163603
1820,EC1M,51.5213505,-0.1023129
1821,HU4,53.7362344,-0.4040642
1822,AB13,57.1082022,-2.2368915
1823,YO23,53.9234845,-1.1234069
1824,AB21,57.2093798,-2.2016004
1825,NE12,55.0243325,-1.5705744
1826,BS30,51.4447118,-2.4713845
1827,M27,53.5121147,-2.3364528
1828,PL13,50.3587383,-4.4757544
1829,PL21,50.3852736,-3.9184514
1830,LS25,53.7858344,-1.3250023
1831,IP5,52.0619388,1.2453720
1832,S17,53.3213081,-1.5289135
1833,LE9,52.5730928,-1.2811778
1834,NN17,52.5010487,-0.6842686
1835,CA25,54.5231026,-3.5191491
1836,SE17,51.4882787,-0.0933945
1837,SE15,51.4727365,-0.0656967
1838,ST55,53.0141598,-2.2380231
1839,HU2,53.7507551,-0.3406848
1840,PE19,52.2359693,-0.2636521
1841,BA3,51.2717539,-2.4785029
1842,NE31,54.9708203,-1.5132819
1843,LA7,54.2257341,-2.7730264
1844,WS4,52.6068687,-1.9587114
1845,NN10,52.2928622,-0.5977197
1846,B93,52.3804941,-1.7438511
1847,BN50,50.8263299,-0.1408006
1848,G14,55.8804359,-4.3507560
1849,RG2,51.4201494,-0.9517094
1850,OX15,52.0303387,-1.4113905
1851,DE12,52.7233343,-1.5535436
1852,SW8,51.4765695,-0.1320148
1853,CA2,54.8838592,-2.9512475
1854,MK19,52.0751348,-0.8552011
1855,GU23,51.2940938,-0.5060248
1856,MK17,51.9975790,-0.6993948
1857,PH44,57.0567966,-6.5032660
1858,PH22,57.1941031,-3.8202505
1859,TQ8,50.2366074,-3.7718704
1860,HP13,51.6344818,-0.7404825
1861,N1P,51.5389749,-0.1030615
1862,PE20,52.9312795,-0.1038179
1863,EH52,55.9383479,-3.4850570
1864,PL26,50.3449922,-4.8275010
1865,LL72,53.3522910,-4.2400479
1866,PE8,52.5217429,-0.4539945
1867,EH51,56.0110331,-3.6055066
1868,CM3,51.7211161,0.5842087
1869,EX7,50.5843718,-3.4706752
1870,EH23,55.8394658,-3.0509226
1871,WV7,52.6354827,-2.2794354
1872,G76,55.7770362,-4.2730765
1873,CH29,53.3901667,-3.1794125
1874,SE8,51.4819486,-0.0294902
1875,DL10,54.4138943,-1.6913727
1876,SK11,53.2453150,-2.1463212
1877,WS9,52.6099899,-1.9184422
1878,G58,55.8423713,-4.2906685
1879,KA8,55.4717538,-4.6124590
1880,PA28,55.4376036,-5.6038598
1881,DE99,52.9150384,-1.4661393
1882,IV36,57.6097384,-3.6074174
1883,ML3,55.7699883,-4.0550162
1884,RM7,51.5748451,0.1687782
1885,DA6,51.4551736,0.1388193
1886,LE18,52.5832335,-1.1119720
1887,SW6,51.4766351,-0.2012224
1888,SS11,51.6172491,0.5378070
1889,ST10,52.9885754,-1.9646762
1890,PA17,55.8633832,-4.8851597
1891,CF62,51.4039362,-3.3109790
1892,ME12,51.4223196,0.8043021
1893,PH40,56.9633163,-5.8017491
1894,IP30,52.2092240,0.8464525
1895,SP4,51.1660243,-1.7660031
1896,LL48,52.9360472,-4.0696243
1897,ST5,53.0153757,-2.2395729
1898,CA3,54.9093172,-2.9402815
1899,HU3,53.7423203,-0.3676664
1900,PE34,52.7249832,0.3373637
1901,EC3N,51.5119304,-0.0770379
1902,B72,52.5501949,-1.8219989
1903,B27,52.4445575,-1.8228123
1904,OX29,51.7940797,-1.4356560
1905,SS16,51.5625971,0.4520758
1906,TW16,51.4157677,-0.4169227
1907,OL1,53.5497377,-2.1069922
1908,HX7,53.7392443,-2.0085802
1909,BH18,50.7595167,-1.9984276
1910,L7,53.4057417,-2.9499885
1911,L67,53.4499811,-2.9424012
1912,CF24,51.4880332,-3.1619481
1913,WC1N,51.5229255,-0.1197316
1914,PL19,50.5565609,-4.1547903
1915,NE2,54.9870836,-1.6061088
1916,CB3,52.2124820,0.0981705
1917,TD13,55.9298490,-2.3714898
1918,CF71,51.4609003,-3.4589993
1919,LL56,53.1843564,-4.2059205
1920,NG11,52.8991198,-1.1741527
1921,SS8,51.5221057,0.5895804
1922,CT4,51.2238425,1.0647403
1923,DL11,54.4394631,-1.8766040
1924,TQ14,50.5507921,-3.5078648
1925,EH22,55.8850462,-3.0607492
1926,NN1,52.2416489,-0.8883002
1927,NE41,54.9760829,-1.8201262
1928,RG30,51.4511542,-1.0147746
1929,NR32,52.4897230,1.7315777
1930,B46,52.5088835,-1.6949788
1931,PE23,53.1727258,0.0887887
1932,IV63,57.3047579,-4.5326314
1933,SS14,51.5760335,0.4746395
1934,NP16,51.6504671,-2.6898185
1935,SR3,54.8766731,-1.4168469
1936,BN42,50.8376298,-0.2347507
1937,LL21,52.9900548,-3.4102899
1938,BS10,51.5067451,-2.6108230
1939,BT56,55.1976160,-6.6503827
1940,LL59,53.2357839,-4.1631557
1941,G83,56.0121497,-4.5869607
1942,CA13,54.6598623,-3.3683706
1943,PA6,55.8658238,-4.5371164
1944,TF1,52.7031424,-2.5029461
1945,DL6,54.3710220,-1.3904975
1946,BD12,53.7456818,-1.7626592
1947,KY11,56.0485491,-3.4139256
1948,PO15,50.8676994,-1.2281695
1949,TR24,49.9554022,-6.3353021
1950,NR15,52.5032686,1.2663003
1951,CO16,51.8219619,1.1229273
1952,SY4,52.7980636,-2.7538220
1953,BH31,50.8760396,-1.8726060
1954,WC2A,51.5162229,-0.1142197
1955,SA65,51.9881184,-4.9697965
1956,DE1,52.9221535,-1.4774894
1957,EC2R,51.5160606,-0.0909709
1958,MK11,52.0510771,-0.8404949
1959,HX5,53.6845992,-1.8352938
1960,L2,53.4068628,-2.9899412
1961,EH4,55.9624129,-3.2608608
1962,EC1A,51.5203315,-0.1039346
1963,PO7,50.8829409,-1.0406889
1964,OL6,53.4943593,-2.0861171
1965,IV27,58.2764191,-4.7971051
1966,OX26,51.9011730,-1.1544766
1967,SN38,51.5627924,-1.8065990
1968,CW10,53.1887768,-2.4436061
1969,NN29,52.2580421,-0.6648146
1970,G41,55.8376134,-4.2844564
1971,LL36,52.6042624,-4.0644733
1972,TS13,54.5496921,-0.8541928
1973,HS2,58.2483484,-6.4631996
1974,NG80,52.9300984,-1.1917297
1975,PO37,50.6314255,-1.1796299
1976,KT16,51.3825678,-0.5164280
1977,AL4,51.7739838,-0.2950240
1978,BB5,53.7542990,-2.3734600
1979,PO2,50.8178415,-1.0774067
1980,PR5,53.7315550,-2.6577319
1981,EN6,51.6994890,-0.1767140
1982,BH10,50.7595614,-1.8929555
1983,HU20,53.7878670,-0.5117995
1984,PE16,52.4548843,0.0493714
1985,CF82,51.6509975,-3.2379255
1986,PO32,50.7511908,-1.2810514
1987,CA16,54.5740293,-2.4838426
1988,LE2,52.6073868,-1.1169519
1989,DN37,53.5399911,-0.1383433
1990,SY10,52.8394661,-3.1235551
1991,CH2,53.2178821,-2.8689752
1992,NR27,52.9242431,1.2998419
1993,WD5,51.7026256,-0.4163911
1994,OX12,51.5964061,-1.4251910
1995,KT2,51.4189252,-0.2906684
1996,B1,52.4799811,-1.9091472
1997,DY4,52.5328792,-2.0552638
1998,CT10,51.3631369,1.4294367
1999,PA36,56.5241284,-4.7696606
2000,NN13,52.0340435,-1.1480035
2001,FY5,53.8752307,-3.0218705
2002,NN8,52.3032613,-0.6996321
2003,ML5,55.8597936,-4.0317112
2004,HR3,52.0939594,-3.0850031
2005,TD11,55.7877855,-2.3139948
2006,BR5,51.3917166,0.1033934
2007,S25,53.3658458,-1.2168611
2008,IP16,52.2041101,1.5840513
2009,WS7,52.6797404,-1.9216495
2010,B64,52.4725264,-2.0694635
2011,EC1P,51.5245160,-0.1120727
2012,DD2,56.4703225,-3.0317411
2013,BS26,51.2788645,-2.8569371
2014,NE21,54.9575809,-1.7214224
2015,DA8,51.4757724,0.1758771
2016,PA64,56.4378760,-5.6860385
2017,WA4,53.3653734,-2.5758118
2018,CW8,53.2534481,-2.5652379
2019,S49,53.2350543,-1.4347350
2020,WS15,52.7585909,-1.9173233
2021,IV55,57.4561945,-6.6097781
2022,BH21,50.8125355,-1.9745370
2023,KA27,55.5386053,-5.1745690
2024,CH45,53.4289247,-3.0517282
2025,MK8,52.0330526,-0.8047638
2026,WR12,52.0414013,-1.8704376
2027,DG4,55.3754906,-3.9527786
2028,NE1,54.9724420,-1.6115224
2029,BS4,51.4353560,-2.5636106
2030,RM18,51.4674524,0.3759400
2031,NW9,51.5881194,-0.2552637
2032,WR11,52.0958405,-1.9290168
2033,RH10,51.1183435,-0.1547527
2034,E17,51.5869039,-0.0207805
2035,LL68,53.3977575,-4.3794888
2036,PO20,50.7837114,-0.7846263
2037,SN10,51.3370397,-1.9869176
2038,LE3,52.6315445,-1.1772298
2039,YO17,54.1367836,-0.7568135
2040,L25,53.3788522,-2.8636656
2041,S42,53.1996406,-1.4217945
2042,EH31,56.0365209,-2.8267129
2043,L69,53.3874418,-2.9746703
2044,GL12,51.6242009,-2.3889711
2045,AB32,57.1550293,-2.3179220
2046,TA19,50.9351637,-2.9154632
2047,WA9,53.4361271,-2.7192438
2048,SP3,51.1021334,-2.0158963
2049,IP3,52.0413500,1.1880100
2050,N1,51.5377218,-0.0970473
2051,DY5,52.4804556,-2.1239401
2052,PO36,50.6585816,-1.1636790
2053,CT17,51.1291169,1.2937687
2054,LE7,52.6800581,-1.0709886
2055,B25,52.4649901,-1.8219999
2056,DY13,52.3367283,-2.2813551
2057,KT3,51.3995791,-0.2574604
2058,LS22,53.9317926,-1.3956826
2059,BA15,51.3482711,-2.2580986
2060,EH2,55.9522871,-3.2022387
2061,PO9,50.8634319,-0.9839667
2062,AB45,57.6517031,-2.5676286
2063,EX11,50.7468054,-3.2895514
2064,RG24,51.2807785,-1.0794987
2065,B5,52.4694163,-1.8975868
2066,IV9,57.5690237,-4.1786419
2067,EC4M,51.5142792,-0.0993846
2068,BN2,50.8250741,-0.1010175
2069,TF11,52.6651286,-2.3582963
2070,TN30,51.0622974,0.6967544
2071,DN7,53.5833786,-1.0131600
2072,ST8,53.1155274,-2.1678960
2073,LL70,53.3638741,-4.2877619
2074,PE26,52.4532813,-0.1166380
2075,LL14,52.9909507,-3.0533052
2076,MK42,52.1173913,-0.4724081
2077,BL6,53.5917532,-2.5408608
2078,SK22,53.3725343,-1.9846946
2079,BT79,54.6231590,-7.2009070
2080,EC1V,51.5268168,-0.0978016
2081,PA44,55.7994182,-6.2935908
2082,BH16,50.7402030,-2.0474413
2083,LL75,53.2849805,-4.2166075
2084,LE65,52.7486524,-1.4694618
2085,SY23,52.3800111,-4.0512490
2086,HG3,54.0300146,-1.6178422
2087,RH12,51.0771886,-0.3321560
2088,DL2,54.5282376,-1.5973398
2089,PL29,50.5861971,-4.8301107
2090,SL4,51.4752709,-0.6274221
2091,M60,53.4844452,-2.2348172
2092,WV14,52.5572984,-2.0789308
2093,TD15,55.7473641,-2.0146884
2094,TA14,50.9468145,-2.7515634
2095,BT65,54.4445858,-6.3654149
2096,PR9,53.6596660,-2.9686373
2097,WN5,53.5319036,-2.6873957
2098,NE35,54.9510139,-1.4606560
2099,DG3,55.2374390,-3.7992860
2100,M33,53.4209662,-2.3262749
2101,GU52,51.2636841,-0.8386174
2102,EX21,50.8057129,-4.2086933
2103,DN36,53.5114674,-0.0395860
2104,HA7,51.6113081,-0.3106331
2105,CH65,53.2771085,-2.9018402
2106,EC2A,51.5237066,-0.0855916
2107,TA4,51.0746920,-3.2714873
2108,L23,53.4909653,-3.0237930
2109,PH13,56.5371048,-3.2746989
2110,S9,53.3981645,-1.4178388
2111,S4,53.4009143,-1.4496573
2112,PE12,52.7851801,0.0279957
2113,KT23,51.2801634,-0.3756767
2114,EX36,51.0166843,-3.7960520
2115,DN4,53.5049990,-1.1211527
2116,PL35,50.6847541,-4.6853135
2117,PE28,52.3588328,-0.1906381
2118,KT24,51.2701574,-0.4298101
2119,CF43,51.6576285,-3.4504756
2120,SM6,51.3614689,-0.1445371
2121,SE7,51.4842259,0.0340854
2122,CH8,53.2830042,-3.2465239
2123,PL6,50.4187120,-4.1156868
2124,BT29,54.6209431,-6.1969340
2125,NR12,52.7597763,1.4720163
2126,CV37,52.1827385,-1.7151270
2127,SW7,51.4962781,-0.1770136
2128,HP11,51.6239518,-0.7453006
2129,LS9,53.7995059,-1.5101820
2130,TN25,51.1412359,0.9384339
2131,NG31,52.9144482,-0.6420228
2132,TQ7,50.2826457,-3.7844126
2133,DY2,52.4963087,-2.0814401
2134,DT6,50.7391695,-2.7754498
2135,SA69,51.7109740,-4.7067980
2136,IP24,52.4198320,0.7579160
2137,DY3,52.5308396,-2.1312352
2138,GU31,50.9969882,-0.9034900
2139,PO33,50.7216598,-1.1700685
2140,M28,53.5147094,-2.3993412
2141,E16,51.5105927,0.0289721
2142,DD3,56.4831651,-2.9898945
2143,CH46,53.4039828,-3.1108625
2144,PR26,53.6876888,-2.7410845
2145,TD1,55.6231746,-2.8109170
2146,CF45,51.6696017,-3.3622637
2147,NG20,53.2100156,-1.1858804
2148,SN13,51.4245832,-2.2124861
2149,SW16,51.4212906,-0.1292383
2150,G11,55.8733357,-4.3129733
2151,L39,53.5617461,-2.8964099
2152,MK9,52.0404000,-0.7549280
2153,MK15,52.0568594,-0.7297720
2154,TN1,51.1346687,0.2665338
2155,BR8,51.3985498,0.1743791
2156,HU8,53.7694364,-0.2996667
2157,N8,51.5829293,-0.1198918
2158,IG6,51.5960763,0.0877543
2159,DL17,54.6805221,-1.5410837
2160,NP13,51.7353588,-3.1414332
2161,IV6,57.5251331,-4.4589452
2162,LE87,52.6277023,-1.1336672
2163,BT53,55.0857068,-6.4749555
2164,ME4,51.3814348,0.5288721
2165,DT8,50.8199071,-2.7589018
2166,HA5,51.5949876,-0.3862778
